[10/08/24, 7:49:50 PM] Nidhi: You suck
[25/07/25, 5:14:40 PM] Vihaan: Ay
[25/07/25, 5:14:41 PM] Vihaan: Lodu
[25/07/25, 5:14:42 PM] Vihaan: Come
[25/07/25, 5:14:45 PM] Vihaan: U tell when u can come
[25/07/25, 5:14:58 PM] Vihaan: 6 30?
[25/07/25, 5:15:07 PM] Nidhi: No like
[25/07/25, 5:15:11 PM] Nidhi: 7:30
[25/07/25, 5:15:17 PM] Nidhi: I'll msg
[25/07/25, 5:16:04 PM] Vihaan: Bruh
[25/07/25, 5:16:08 PM] Vihaan: Then why u asked da
[25/07/25, 7:14:03 PM] Nidhi: Down uh
[25/07/25, 7:33:07 PM] Vihaan: Yes
[25/07/25, 7:33:08 PM] Vihaan: Come
[03/08/25, 8:30:54 AM] Nidhi: Bro
[03/08/25, 8:31:01 AM] Nidhi: Someone committed suicide in your campus uh
[03/08/25, 8:31:04 AM] Nidhi: Are you fine
[03/08/25, 8:31:08 AM] Nidhi: Did you know them
[03/08/25, 9:55:15 AM] Vihaan: Yeaaa got to know
[03/08/25, 9:55:21 AM] Vihaan: Nope 4th yr senior
[03/08/25, 9:55:26 AM] Vihaan: Apparently he was frunk asf
[03/08/25, 9:55:34 AM] Vihaan: I think so 💀💀
[09/08/25, 4:55:01 PM] Nidhi: https://www.instagram.com/reel/DNFhKECSe-x/?igsh=MW5lNTRxNHkxbmhtdg==
[09/08/25, 4:55:11 PM] Nidhi: Like no thanks
[09/08/25, 5:11:04 PM] Vihaan: Thatsss crazy bro
[09/08/25, 5:11:08 PM] Vihaan: Was it
[09/08/25, 5:11:10 PM] Vihaan: Compulsory
[09/08/25, 5:11:17 PM] Vihaan: I watched without audio lol
[09/08/25, 5:11:25 PM] Vihaan: But u didn't laaugh so proud
[09/08/25, 5:11:27 PM] Vihaan: What's with
[09/08/25, 5:11:30 PM] Vihaan: The goat comments
[09/08/25, 5:17:12 PM] Nidhi: Bro
[09/08/25, 5:17:13 PM] Nidhi: Idk
[09/08/25, 5:17:17 PM] Nidhi: Why it started
[09/08/25, 5:17:21 PM] Nidhi: No😭😭
[09/08/25, 5:17:27 PM] Nidhi: Did it out of choice 👍👍
[09/08/25, 5:17:35 PM] Vihaan: Crazy shit tho
[09/08/25, 5:17:37 PM] Vihaan: The balls
[09/08/25, 5:17:38 PM] Nidhi: I saw your mom
[09/08/25, 5:17:40 PM] Vihaan: Real
[09/08/25, 5:17:40 PM] Nidhi: Yesterday
[09/08/25, 5:17:44 PM] Vihaan: Ooo
[09/08/25, 5:17:46 PM] Nidhi: Wdym
[09/08/25, 5:17:49 PM] Vihaan: I thought while filming this shi
[09/08/25, 5:17:50 PM] Nidhi: It's just
[09/08/25, 5:17:51 PM] Nidhi: Comdoms
[09/08/25, 5:17:54 PM] Vihaan: That wuda been crazy
[09/08/25, 5:17:58 PM] Vihaan: Yea
[09/08/25, 5:17:59 PM] Vihaan: But
[09/08/25, 5:18:00 PM] Vihaan: Still
[09/08/25, 5:18:02 PM] Vihaan: Ballsy
[09/08/25, 5:18:10 PM] Nidhi: Ohhh man
[09/08/25, 5:18:11 PM] Nidhi: No i wisj
[09/08/25, 5:18:14 PM] Nidhi: I saw her yesterday
[09/08/25, 5:18:16 PM] Vihaan: 💀💀💀💀
[09/08/25, 5:18:18 PM] Nidhi: When we came back from
[09/08/25, 5:18:19 PM] Nidhi: Bb
[09/08/25, 5:18:24 PM] Vihaan: U went for bb
[09/08/25, 5:18:24 PM] Nidhi: And I was w shrish and krish
[09/08/25, 5:18:25 PM] Vihaan: Where da
[09/08/25, 5:18:27 PM] Nidhi: And she asked me
[09/08/25, 5:18:29 PM] Vihaan: Ay krrishs
[09/08/25, 5:18:31 PM] Vihaan: Leg is good uh
[09/08/25, 5:18:32 PM] Nidhi: If I'm coming back from
[09/08/25, 5:18:33 PM] Nidhi: Allen
[09/08/25, 5:18:40 PM] Vihaan: Allen uh
[09/08/25, 5:18:40 PM] Nidhi: 😭
[09/08/25, 5:18:42 PM] Vihaan: 😭
[09/08/25, 5:18:45 PM] Vihaan: Nahhhh
[09/08/25, 5:18:45 PM] Nidhi: I think ahe
[09/08/25, 5:18:48 PM] Nidhi: Forgot for a second
[09/08/25, 5:18:52 PM] Nidhi: That we're old
[09/08/25, 5:18:55 PM] Nidhi: Nah
[09/08/25, 5:18:57 PM] Nidhi: Still
[09/08/25, 5:18:59 PM] Nidhi: Crippled
[09/08/25, 5:19:04 PM] Nidhi: He just came to watch
[09/08/25, 5:19:06 PM] Vihaan: How he played
[09/08/25, 5:19:09 PM] Vihaan: Bro I wanted yo
[09/08/25, 5:19:11 PM] Nidhi: He's chill now
[09/08/25, 5:19:13 PM] Vihaan: Come spandhana
[09/08/25, 5:19:15 PM] Nidhi: I can actually talk to him
[09/08/25, 5:19:16 PM] Vihaan: When shishir came
[09/08/25, 5:19:21 PM] Vihaan: Yea true
[09/08/25, 5:19:23 PM] Nidhi: When
[09/08/25, 5:19:27 PM] Vihaan: Ay
[09/08/25, 5:19:28 PM] Nidhi: Shishir uh
[09/08/25, 5:19:30 PM] Vihaan: He put story no
[09/08/25, 5:19:30 PM] Nidhi: IM JERE
[09/08/25, 5:19:32 PM] Nidhi: Here
[09/08/25, 5:19:38 PM] Nidhi: Why for hik
[09/08/25, 5:19:40 PM] Nidhi: Hik
[09/08/25, 5:19:42 PM] Nidhi: Him
[09/08/25, 5:19:44 PM] Nidhi: I'm more imp
[09/08/25, 5:19:46 PM] Nidhi: Also i have
[09/08/25, 5:19:48 PM] Nidhi: Mad lore
[09/08/25, 5:19:50 PM] Nidhi: You're gonna be
[09/08/25, 5:19:57 PM] Nidhi: So so disappointed
[09/08/25, 5:20:09 PM] Vihaan: True that
[09/08/25, 5:20:12 PM] Vihaan: Either eay
[09/08/25, 5:20:17 PM] Vihaan: I miss apt
[09/08/25, 5:20:19 PM] Vihaan: YO
[09/08/25, 5:20:22 PM] Vihaan: Come call one day
[09/08/25, 5:20:22 PM] Nidhi: Fair
[09/08/25, 5:20:26 PM] Nidhi: Who woudnt
[09/08/25, 5:20:29 PM] Nidhi: I can today
[09/08/25, 5:20:31 PM] Nidhi: If you're free
[09/08/25, 5:20:34 PM] Nidhi: I'm having one
[09/08/25, 5:20:36 PM] Nidhi: Summer break
[09/08/25, 5:20:39 PM] Nidhi: Full loafer
[09/08/25, 5:20:40 PM] Nidhi: Era
[09/08/25, 5:20:47 PM] Nidhi: The guilt will eat me alive
[09/08/25, 5:30:12 PM] Vihaan: Bro I'm tooo busy today
[09/08/25, 5:30:13 PM] Vihaan: Trw
[09/08/25, 5:30:15 PM] Vihaan: Maybe
[09/08/25, 5:30:21 PM] Vihaan: I have all fkn quizzes this week
[09/08/25, 5:30:25 PM] Vihaan: And club work
[09/08/25, 5:30:30 PM] Vihaan: And hackathon work
[09/08/25, 5:30:32 PM] Vihaan: 😭😭
[10/08/25, 4:40:25 PM] Nidhi: You're free uh
[10/08/25, 4:40:31 PM] Nidhi: Damn
[10/08/25, 4:40:36 PM] Nidhi: Already so hectic uh
[10/08/25, 4:40:43 PM] Nidhi: Also i heard you had small interaction w
[10/08/25, 4:40:46 PM] Nidhi: Aditya ravi
[10/08/25, 4:40:52 PM] Nidhi: Tell me if you're free
[10/08/25, 4:40:55 PM] Vihaan: Ay tfy
[10/08/25, 4:40:58 PM] Vihaan: My school friend
[10/08/25, 4:41:01 PM] Vihaan: Abhi
[10/08/25, 4:41:04 PM] Vihaan: Is coming for dinner
[10/08/25, 4:41:10 PM] Nidhi: ABHI UH
[10/08/25, 4:41:11 PM] Vihaan: Bro like one weekday ull be free uh
[10/08/25, 4:41:12 PM] Nidhi: Ohh yahh
[10/08/25, 4:41:16 PM] Nidhi: Omg
[10/08/25, 4:41:18 PM] Vihaan: YEA
[10/08/25, 4:41:19 PM] Vihaan: How tf
[10/08/25, 4:41:19 PM] Nidhi: He's doing some
[10/08/25, 4:41:20 PM] Vihaan: Do yl
[10/08/25, 4:41:21 PM] Vihaan: Yk
[10/08/25, 4:41:24 PM] Nidhi: Internship
[10/08/25, 4:41:25 PM] Vihaan: Intern
[10/08/25, 4:41:26 PM] Nidhi: There no
[10/08/25, 4:41:31 PM] Vihaan: Yea law
[10/08/25, 4:41:33 PM] Nidhi: Nidhi told me
[10/08/25, 4:41:37 PM] Vihaan: Lmao
[10/08/25, 4:41:37 PM] Nidhi: You didn't tell
[10/08/25, 4:41:42 PM] Vihaan: Bro it was
[10/08/25, 4:41:44 PM] Vihaan: So irrelevant
[10/08/25, 4:41:47 PM] Vihaan: Funny actually
[10/08/25, 4:41:49 PM] Nidhi: Now you're not free uh
[10/08/25, 4:41:52 PM] Vihaan: Bro
‎[10/08/25, 4:41:57 PM] Vihaan: ‎image omitted
[10/08/25, 4:42:08 PM] Nidhi: Chee
[10/08/25, 4:42:15 PM] Vihaan: Riyal
[10/08/25, 4:42:16 PM] Nidhi: Integration
[10/08/25, 4:42:21 PM] Nidhi: Why
[10/08/25, 4:42:26 PM] Vihaan: Bro some fluids da
[10/08/25, 4:42:29 PM] Nidhi: Or differentiation I can't tell
[10/08/25, 4:42:31 PM] Nidhi: CHEEE
[10/08/25, 4:42:35 PM] Nidhi: I'm so happy
[10/08/25, 4:42:37 PM] Nidhi: I'm not you
[10/08/25, 4:42:42 PM] Nidhi: Ok call weekday then
[10/08/25, 4:42:43 PM] Vihaan: Bro nigga
[10/08/25, 4:42:45 PM] Vihaan: Ur in medical
[10/08/25, 4:42:46 PM] Nidhi: I have mad lore
[10/08/25, 4:42:49 PM] Vihaan: U have no right to say this
[10/08/25, 4:42:53 PM] Vihaan: GOOOD SHI
[10/08/25, 4:42:57 PM] Vihaan: Tell off
[10/08/25, 4:43:03 PM] Vihaan: Bro but shrish u and krrish
[10/08/25, 4:43:03 PM] Nidhi: Aye I'm chilling da
[10/08/25, 4:43:07 PM] Nidhi: Not doing shit
[10/08/25, 4:43:08 PM] Vihaan: In spandhana
[10/08/25, 4:43:15 PM] Vihaan: I felt
[10/08/25, 4:43:16 PM] Vihaan: Left out
[10/08/25, 4:43:18 PM] Nidhi: Wierd no
[10/08/25, 4:43:18 PM] Vihaan: L
[10/08/25, 4:43:23 PM] Vihaan: Very actially
[10/08/25, 4:43:27 PM] Vihaan: I feel like
[10/08/25, 4:43:29 PM] Vihaan: I woulda been
[10/08/25, 4:43:31 PM] Vihaan: The glue
[10/08/25, 4:43:31 PM] Nidhi: Mad weird
[10/08/25, 4:43:31 PM] Vihaan: But
[10/08/25, 4:43:35 PM] Vihaan: Y'all did it without me
[10/08/25, 4:43:36 PM] Nidhi: Nah it was
[10/08/25, 4:43:38 PM] Nidhi: Chill
[10/08/25, 4:43:42 PM] Nidhi: We didnt
[10/08/25, 4:43:43 PM] Nidhi: Need you
[10/08/25, 4:43:48 PM] Vihaan: 😭😭😭
[10/08/25, 4:43:49 PM] Vihaan: 💦💦💦
[10/08/25, 4:43:50 PM] Vihaan: 👅👅👅
[10/08/25, 4:43:59 PM] Vihaan: Fav emojis
[10/08/25, 4:44:05 PM] Vihaan: Aight I'll study
[10/08/25, 4:44:08 PM] Vihaan: I'll tell aditya ravi
[10/08/25, 4:44:11 PM] Vihaan: Interaction
[10/08/25, 4:44:11 PM] Vihaan: On
[10/08/25, 4:44:13 PM] Vihaan: Call
[10/08/25, 4:44:16 PM] Nidhi: Okee
[10/08/25, 4:44:18 PM] Nidhi: Bye bye
[10/08/25, 4:44:18 PM] Nidhi: Atb
[10/08/25, 4:44:21 PM] Nidhi: I'll tell lore
[10/08/25, 4:44:22 PM] Nidhi: On call
[10/08/25, 4:44:24 PM] Nidhi: Youll
[10/08/25, 4:44:24 PM] Nidhi: Die
[10/08/25, 4:44:26 PM] Vihaan: Yea done done
[10/08/25, 4:44:31 PM] Vihaan: That much uh
[10/08/25, 4:44:36 PM] Nidhi: Its
[10/08/25, 4:44:37 PM] Nidhi: Crazy da
[12/08/25, 5:49:29 PM] Nidhi: When we calling boss
[12/08/25, 5:55:08 PM] Vihaan: Bro
[12/08/25, 5:55:10 PM] Vihaan: Like
[12/08/25, 5:55:14 PM] Vihaan: Thursday or friday
[12/08/25, 5:55:17 PM] Vihaan: I have quiz
[12/08/25, 5:55:19 PM] Vihaan: Tomorrow
[12/08/25, 5:55:22 PM] Vihaan: And day after
[12/08/25, 5:55:31 PM] Vihaan: After that full free
[14/08/25, 8:03:44 PM] Nidhi: Calling un
[14/08/25, 8:03:45 PM] Nidhi: Uh
[14/08/25, 8:03:46 PM] Nidhi: Gandu
[14/08/25, 8:03:48 PM] Nidhi: Tell
‎[14/08/25, 8:06:03 PM] Vihaan: ‎audio omitted
‎[14/08/25, 8:08:00 PM] Vihaan: ‎audio omitted
[14/08/25, 8:18:12 PM] Nidhi: Meeting shrish uh
[14/08/25, 8:18:16 PM] Nidhi: When
[14/08/25, 8:18:22 PM] Nidhi: Wdym😭
[14/08/25, 8:18:25 PM] Nidhi: Why is it crazy
[14/08/25, 8:18:28 PM] Nidhi: BUT YUHHH I DID
[14/08/25, 8:41:11 PM] Vihaan: Ay tonight come call?
[14/08/25, 8:45:26 PM] Nidhi: Yuhh
[14/08/25, 8:45:27 PM] Nidhi: Done
[14/08/25, 8:45:28 PM] Nidhi: When
[14/08/25, 9:39:40 PM] Vihaan: Uhhhh 10
[14/08/25, 9:54:29 PM] Vihaan: 10 15 phone is charging okay
[14/08/25, 10:02:04 PM] Nidhi: Wait I'll call
[14/08/25, 10:17:00 PM] Vihaan: Call call
[14/08/25, 10:29:51 PM] Vihaan: Nigga when da
[14/08/25, 10:30:23 PM] Nidhi: ‎Missed voice call, ‎Click to call back
[14/08/25, 10:30:46 PM] Nidhi: Pick up da
[14/08/25, 10:30:49 PM] Nidhi: Lowdu
[14/08/25, 10:38:57 PM] Nidhi: Bro
[14/08/25, 10:39:01 PM] Nidhi: I wanna tell you
[14/08/25, 10:39:02 PM] Nidhi: Tea
[14/08/25, 10:39:03 PM] Nidhi: But
[14/08/25, 10:39:05 PM] Nidhi: My mom
[14/08/25, 10:39:07 PM] Nidhi: Is heree
[14/08/25, 10:43:28 PM] Nidhi: By mistake
[14/08/25, 10:43:36 PM] Nidhi: But wait see
[14/08/25, 10:43:41 PM] Nidhi: I wanna tell you lore
[14/08/25, 10:43:54 PM] Nidhi: And I can't cuz my mom's here so I'll text for a bit till she
[14/08/25, 10:43:55 PM] Nidhi: Dips
[14/08/25, 10:45:10 PM] Nidhi: ‎Missed voice call, ‎Click to call back
‎[14/08/25, 11:02:18 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:18 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:19 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:19 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:19 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:20 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:20 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:20 PM] Nidhi: ‎image omitted
‎[14/08/25, 11:02:20 PM] Nidhi: ‎image omitted
[15/08/25, 8:54:11 AM] Nidhi: https://www.instagram.com/harricane.sup?igsh=ZTQxODRjaHRlYTQ=
[15/08/25, 8:54:13 AM] Nidhi: That's him
[15/08/25, 8:54:15 AM] Nidhi: And
[15/08/25, 8:54:28 AM] Nidhi: > 🚨 **A New Journey Premieres Tonight** 🚨

> I’ve just launched my YouTube channel – **Aura’s Zoraviya** ✨

> It’s a bold blend of dreams, creativity, med life, and everything in between.

> The **first video premieres at 12 a.m. tonight (July 17)** – and it’s something close to my heart.
>
> If you believe in ambition, chaos, and quiet confidence... this is your space too.
>
> 🎥 Watch. 🌟 Subscribe. 🔁 Share if it resonates.
>
> 🔗 https://youtu.be/-Z_eHns2Wu0
[15/08/25, 8:54:31 AM] Nidhi: That's my roomate
[15/08/25, 6:54:10 PM] Vihaan: Damn bruh
[15/08/25, 6:57:27 PM] Vihaan: Me and parth we watched it
[15/08/25, 6:57:30 PM] Vihaan: Cringed out bro
[15/08/25, 6:57:33 PM] Vihaan: Crazy shi
[15/08/25, 6:57:44 PM] Vihaan: Auras zoraviya
[15/08/25, 6:57:45 PM] Vihaan: Damn bro
[15/08/25, 7:11:20 PM] Nidhi: Correct
[15/08/25, 7:12:02 PM] Nidhi: Thoughts on the guy
‎[15/08/25, 7:47:17 PM] Vihaan: ‎audio omitted
[27/08/25, 8:40:58 PM] Nidhi: Mf
[27/08/25, 8:41:05 PM] Nidhi: You're sick again uh
[27/08/25, 8:41:13 PM] Vihaan: How yk
[27/08/25, 8:41:17 PM] Nidhi: Ik
[27/08/25, 8:41:20 PM] Nidhi: Everyhting
[27/08/25, 8:41:26 PM] Vihaan: Balls
[27/08/25, 8:41:34 PM] Nidhi: It's me da
[27/08/25, 8:41:37 PM] Nidhi: I know
[27/08/25, 8:41:42 PM] Vihaan: But yes
[27/08/25, 8:41:46 PM] Nidhi: How
[27/08/25, 8:41:48 PM] Nidhi: What happened
[27/08/25, 8:41:49 PM] Nidhi: Now
[27/08/25, 8:41:49 PM] Vihaan: Bro
[27/08/25, 8:42:00 PM] Nidhi: Atp
[27/08/25, 8:42:06 PM] Vihaan: Everyone is falling sick in cycle
[27/08/25, 8:42:08 PM] Vihaan: Here
[27/08/25, 8:42:10 PM] Nidhi: We have to put you in one bubble
[27/08/25, 8:42:17 PM] Vihaan: Such bad weather
[27/08/25, 8:42:32 PM] Nidhi: STILL
[27/08/25, 8:42:34 PM] Vihaan: Bro true
[27/08/25, 8:42:35 PM] Nidhi: BE CAREFUL
[27/08/25, 8:42:41 PM] Nidhi: But like
[27/08/25, 8:42:43 PM] Nidhi: How bad is it
[27/08/25, 8:42:45 PM] Vihaan: Trying sir
[27/08/25, 8:43:05 PM] Nidhi: I went to
[27/08/25, 8:43:07 PM] Nidhi: Aadthas house
[27/08/25, 8:43:12 PM] Nidhi: For ganesh
[27/08/25, 8:43:18 PM] Nidhi: Chaturthi
[27/08/25, 8:43:21 PM] Nidhi: All parents were there
[27/08/25, 8:43:27 PM] Nidhi: They started avantis bf story
[27/08/25, 8:43:32 PM] Nidhi: BUT HAD TO STOP MIDWAY
[27/08/25, 8:43:35 PM] Nidhi: Full suspense
[27/08/25, 11:33:47 PM] Vihaan: My mom j toldf
[27/08/25, 11:33:59 PM] Vihaan: Helllll nahhhh
[27/08/25, 11:34:18 PM] Vihaan: That's crazy wtf and she was there
[27/08/25, 11:34:24 PM] Vihaan: Why why
[28/08/25, 9:25:06 AM] Nidhi: Who was there
[28/08/25, 9:25:08 AM] Nidhi: Avanti uh
[28/08/25, 9:25:09 AM] Nidhi: Obv
[28/08/25, 9:25:14 AM] Nidhi: Tell me rest of story
[28/08/25, 9:25:19 AM] Nidhi: Cuz parent came
[28/08/25, 9:25:22 AM] Nidhi: Nd then we had to dip
[28/08/25, 9:25:23 AM] Nidhi: And
[28/08/25, 5:46:41 PM] Vihaan: OH
[28/08/25, 5:46:43 PM] Vihaan: Bro I thought
[28/08/25, 5:46:54 PM] Vihaan: The parents were discussing
[28/08/25, 5:46:56 PM] Vihaan: Her love story
[28/08/25, 5:47:13 PM] Vihaan: And she was thrre
[28/08/25, 5:47:16 PM] Vihaan: Which is crazy
[28/08/25, 5:47:27 PM] Vihaan: How do u always stop mid sentence bro
[28/08/25, 5:47:55 PM] Vihaan: Oh wait nvm that was aastha who stopped mid sentence last time
[01/09/25, 8:22:53 PM] Vihaan: I'll hire Anoushka as receptionist Arnav as medical supervisor u as cto or sum aanya as Arnav assistant, ayati as engineer and nidhi as my companion personal assistant
[01/09/25, 8:22:53 PM] Vihaan: New company im making
[01/09/25, 8:49:09 PM] Nidhi: I'm comfused
[01/09/25, 8:49:15 PM] Nidhi: WHY AM I NOT
[01/09/25, 8:49:22 PM] Nidhi: MEDICAL SUPERVISOR BITCH
[09/09/25, 11:00:35 PM] Vihaan: Ay because
[09/09/25, 11:00:38 PM] Vihaan: Ur personal assistant
[09/09/25, 11:00:39 PM] Vihaan: Cos
[09/09/25, 11:02:41 PM] Vihaan: Uh
[09/09/25, 11:02:42 PM] Vihaan: Lou
